id,title,author,first_publish_year,rating,author_encoded,cluster
1465,The Long Walk,Stephen King,1979,4.07,70,2
1466,Die vierzig Tage des Musa Dagh,Franz Werfel,1933,5.0,2,3
1467,Water for Elephants,Sara Gruen,2006,4.11,1,4
1468,The Complete Works of Lewis Carroll,Lewis Carroll,1900,5.0,7,3
1469,What Shall We Do With The Boo-hoo Baby?,Cressida Cowell,2000,5.0,5,1
1470,Time Traveler's Wife,Audrey Niffenegger,2003,5.0,1,1
1471,Iceberg,Clive Cussler,1975,5.0,35,1
1472,Corazón tan blanco,Javier Marías,1992,4.0,3,4
1473,Summer sisters,Judy Blume,1998,5.0,17,1
1474,"Alas, Babylon (Perennial Classics)",Pat Frank,1959,4.0,1,0
1475,Mike and Psmith,P. G. Wodehouse,1935,4.0,32,0
1476,Kiss the Girls,James Patterson,1995,5.0,101,2
1477,The Voice of the Night,Dean Koontz,1980,4.0,48,4
1478,Защита Лужина,Vladimir Nabokov,1930,4.0,13,0
1479,"Korolʹ, dama, valet",Vladimir Nabokov,1928,4.0,13,0
1480,The Citadel,A. J. Cronin,1937,5.0,5,3
1481,Captain Blood,Rafael Sabatini,1922,4.0,5,0
1482,Amelia Bedelia,Peggy Parish,1963,5.0,5,3
1483,Allegiant,Veronica Roth,2001,5.0,4,1
1484,Mystery Ranch,Gertrude Chandler Warner,1958,5.0,15,3
1485,Chrysanthemum,Kevin Henkes,1991,4.0,7,4
1486,Surprise Island,Gertrude Chandler Warner,1949,5.0,15,3
1487,En man som heter Ove,Fredrik Backman,2012,4.0,1,4
1488,The Things They Carried,Tim O'Brien,1990,4.14,2,4
1489,Therese Raquin,Émile Zola,1900,4.0,14,0
1490,Gathering Blue,Lois Lowry,2000,5.0,7,1
1491,The Indian in the Cupboard,Lynne Reid Banks,1980,5.0,4,1
1492,Ella Enchanted,Gail Carson Levine,1997,4.0,4,4
1493,Captain Underpants and the Preposterous Plight of the Purple Potty People,Dav Pilkey,2006,5.0,22,1
1494,The Black Stallion,Walter Farley,1941,4.0,2,0
1495,The Legend of the Seventh Virgin,Eleanor Alice Burford Hibbert,1964,5.0,7,3
1496,Naruto,Masashi Kishimoto,2003,5.0,2,1
1497,A pocket for Corduroy,Don Freeman,1978,4.0,2,4
1498,La carta esférica,Arturo Pérez-Reverte,2000,4.0,14,4
1499,Without Remorse,Tom Clancy,1993,5.0,12,1
1500,Love,Toni Morrison,1999,5.0,10,1
1501,V for Vendetta,Alan Moore,1988,4.26,4,4
1502,Monk's Hood,Edith Pargeter,1980,4.0,14,4
1503,The Minpins,Roald Dahl,1991,5.0,22,1
1504,Larry's Party,Carol Shields,1997,4.0,5,4
1505,The Virgin Suicides (Bloomsbury Classic),Jeffrey Eugenides,1993,4.0,3,4
1506,Jamberry,Bruce Degen,1982,4.0,1,4
1507,Kristy's Great Idea,Ann M. Martin,1986,4.0,7,4
1508,Kirkland Revels,Victoria Holt,1962,5.0,23,3
1509,All Hallows' Eve,Charles Williams,1945,4.0,1,0
1510,Naruto 5,Masashi Kishimoto,2003,5.0,2,1
1511,Pedro Páramo,Juan Rulfo,1955,5.0,1,3
1512,Cryptonomicon,Neal Stephenson,1999,4.23,8,4
1513,The tale of Johnny Town-Mouse,Beatrix Potter,1900,4.0,21,0
1514,Speak,Laurie Halse Anderson,1999,4.05,1,4
1515,Garden of Shadows,V. C. Andrews,1987,5.0,25,1
1516,"England, my England",David Herbert Lawrence,1915,4.0,12,0
1517,Enter a Murderer (Roderick Alleyn #2),Ngaio Marsh,1935,4.0,22,0
1518,"Captain Jinks, hero",Ernest Howard Crosby,1902,5.0,1,3
1519,The Go-Between,L. P. Hartley,1953,4.0,1,0
1520,The standard edition of the complete psychological works of Sigmund Freud,Sigmund Freud,1900,5.0,1,3
1521,The Long Goodbye,Raymond Chandler,1953,4.0,7,0
1522,The Well of Ascension,Brandon Sanderson,2007,5.0,13,1
1523,Starring Sally J. Freedman as Herself,Judy Blume,1977,5.0,17,1
1524,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,1998,4.0,11,4
1525,Sole Survivor,Dean Koontz,1977,4.0,48,4
1526,The Last Unicorn,Peter S. Beagle,1968,4.0,1,4
1527,Les Amities Particulaires,Roger Peyrefitte,1945,5.0,1,3
1528,Red Storm Rising,Tom Clancy,1983,5.0,12,1
1529,"Final Diagnosis, The",Arthur Hailey,1959,5.0,9,3
1530,How to train your dragon,Cressida Cowell,2003,5.0,5,1
1531,Franny and Zooey,J. D. Salinger,1961,3.96,4,4
1532,El hacedor,Jorge Luis Borges,1960,5.0,5,3
1533,Obélix et Compagnie,René Goscinny,1976,5.0,17,1
1534,Crossroads of Twilight,Robert Jordan,1995,5.0,15,1
1535,Enquiry,Dick Francis,1969,4.0,24,4
1536,The Fires of Heaven,Robert Jordan,1993,4.0,15,4
1537,Appointment in Samarra,John O'Hara,1934,4.0,2,0
1538,Simon the Coldheart (Beauvallet Dynasty #1),Georgette Heyer,1925,5.0,23,3
1539,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,1930,4.0,13,0
1540,Lanark,Alasdair Gray,1981,5.0,2,1
1541,Weg zurück,Erich Maria Remarque,1931,5.0,11,3
1542,Die Ermittlung,Peter Weiss,1965,5.0,1,3
1543,The three stigmata of Palmer Eldritch,Philip K. Dick,1965,5.0,18,1
1544,Sometimes a Great Notion,Ken Kesey,1964,5.0,2,3
1545,The pie and the patty-pan,Beatrix Potter,1900,4.0,21,0
1546,I Will Fear No Evil,Robert A. Heinlein,1960,4.0,28,0
1547,Lightning,Dean Koontz,1986,5.0,48,2
1548,The Comedians,Graham Greene,1965,4.0,20,4
1549,La Romana,Alberto Moravia,1947,5.0,5,3
1550,Pnin,Vladimir Nabokov,1957,4.0,13,0
1551,The fountains of paradise,Arthur C. Clarke,1978,4.0,12,4
1552,The Chorus Girl and Other Stories [12 stories],Антон Павлович Чехов,1920,4.0,13,0
1553,Seize the Night,Dean Koontz,1998,5.0,48,2
1554,The Devil on Horseback,Victoria Holt,1977,4.0,23,4
1555,The ragged trousered philanthropists,Robert Tressell,1914,5.0,1,3
1556,The Masque of the Red Death,Edgar Allan Poe,1922,4.0,14,0
1557,Querelle de Brest,Jean Genet,1953,4.0,4,0
1558,To have and have not,Ernest Hemingway,1937,4.0,13,0
1559,The Man Within,Graham Greene,1929,5.0,20,3
1560,Mannen på balkongen,Maj Sjöwall,1968,4.0,10,4
1561,Who Moved My Cheese?,Spencer Johnson,1998,4.0,1,4
1562,Double Fudge,Judy Blume,2001,5.0,17,1
1563,The One and Only Ivan,Katherine Applegate,2011,5.0,9,1
1564,George's Secret Key to the Universe,Stephen Hawking,1998,5.0,1,1
1565,The Winter of Our Discontent,John Steinbeck,1961,4.0,18,4
1566,Pippi Langstrump i Söderhavet,Astrid Lindgren,1957,5.0,9,3
1567,Don't Let the Pigeon Drive the Bus!,Mo Willems,2003,5.0,1,1
1568,Do you want to be my friend?,Eric Carle,1971,5.0,16,1
1569,She Came to Stay,Simone de Beauvoir,1943,5.0,4,3
1570,Sukippu bīto,Yoshiki Nakamura,2002,5.0,1,1
1571,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, part 2",Dav Pilkey,2002,5.0,22,1
1572,The Pinballs,Betsy Cromer Byars,1977,4.0,5,4
1573,Moving Mars,Greg Bear,1993,5.0,14,1
1574,El Juego del Ángel,Carlos Ruiz Zafón,2008,5.0,8,1
1575,The pilgrim of hate,Edith Pargeter,1984,5.0,14,1
1576,The Woods,Harlan Coben,2007,4.0,16,4
1577,The Yiddish Policemen's Union,Michael Chabon,2006,5.0,7,1
1578,Sentiero dei nidi di ragno,Italo Calvino,1947,5.0,8,3
1579,"Mio, min Mio",Astrid Lindgren,1956,5.0,9,3
1580,Jugend ohne Gott,Ödön von Horváth,1938,5.0,1,3
1581,Pippi Långstrump går ombord,Astrid Lindgren,1946,5.0,9,3
1582,"East Wind, West Wind",Pearl S. Buck,1930,5.0,14,3
1583,Death and the Dancing Footman,Ngaio Marsh,1941,5.0,22,3
1584,Died in the Wool,Ngaio Marsh,1945,4.0,22,0
1585,No Time for Goodbye,Linwood Barclay,2007,4.0,4,4
1586,Lord of the Far Island,Eleanor Alice Burford Hibbert,1975,5.0,7,1
1587,The True Story of the Three Little Pigs,Lane Smith,1989,4.0,1,4
1588,The Alibi,Sandra Brown,1999,5.0,43,1
1589,Beauvallet (Beauvallet Dynasty #2),Georgette Heyer,1930,4.0,23,0
1590,Assignment in Brittany,Helen MacInnes,1941,5.0,7,3
1591,"Beet Queen,the",Louise Erdrich,1986,5.0,5,1
1592,Cyclops,Clive Cussler,1986,4.0,35,4
1593,The Tiger Who Came to Tea,Judith Kerr,1968,5.0,4,1
1594,Epitaph for a Spy,Eric Ambler,1938,4.0,10,0
1595,Whiteout,Ken Follett,2004,5.0,20,1
1596,The Convenient Marriage,Georgette Heyer,1934,5.0,23,3
1597,The spiffiest giant in town,Julia Donaldson,2001,5.0,14,1
1598,Priglashenie na kaznʹ,Vladimir Nabokov,1938,4.0,13,0
1599,Das Lied von Bernadette,Franz Werfel,1941,4.0,2,0
1600,The plumed serpent,David Herbert Lawrence,1926,5.0,12,3
1601,Across Five Aprils,Irene Hunt,1964,5.0,2,3
1602,Spencerville,Nelson De Mille,1994,5.0,16,1
1603,Gormenghast,Mervyn Peake,1950,5.0,1,3
1604,Show boat,Edna Ferber,1926,4.0,4,0
1605,Temple of the Winds,Terry Goodkind,1997,5.0,12,1
1606,The switch,Sandra Brown,2000,5.0,43,1
1607,Fifth business,Robertson Davies,1970,5.0,6,1
1608,Silver Wedding / The Lilac Bus,Maeve Binchy,1905,4.0,19,0
1609,Sharpe's Tiger,Bernard Cornwell,1997,5.0,27,1
1610,Sharpe's Triumph,Bernard Cornwell,1998,5.0,27,1
1611,"Look Homeward, Angel",Thomas Wolfe,1929,5.0,1,3
1612,The Long Dark Tea-Time of the Soul,Douglas Adams,1988,5.0,8,1
1613,Illusions,Richard Bach,1977,5.0,2,1
1614,The Husband,Dean Koontz,2006,5.0,48,2
1615,Suzanne's diary for Nicholas,James Patterson,2001,5.0,101,2
1616,Standoff,Sandra Brown,2000,4.0,43,4
1617,Star Wars - Thrawn Trilogy - Heir to the Empire,Timothy Zahn,1991,4.0,3,4
1618,The House of Dies Drear,Virginia Hamilton,1968,5.0,2,1
1619,The Code of the Woosters,P. G. Wodehouse,1938,5.0,32,3
1620,Exclusive,Sandra Brown,1996,5.0,43,1
1621,Cold Fire,Dean Koontz,1991,4.0,48,4
1622,Dark Rivers of the Heart,Dean Koontz,1993,5.0,48,2
1623,El maestro de esgrima,Arturo Pérez-Reverte,1988,5.0,14,1
1624,Double Cross,James Patterson,2000,4.0,101,2
1625,Lust for life,Irving Stone,1934,5.0,1,3
1626,Jazz,Toni Morrison,1992,5.0,10,1
1627,Saving the World and Other Extreme Sports,James Patterson,1998,5.0,101,2
1628,Dragons of Spring Dawning,Margaret Weis,1900,4.0,8,0
1629,The tower treasure,Franklin W. Dixon,1927,5.0,10,3
1630,Firefly Lane,Kristin Hannah,2008,5.0,7,1
1631,Hold Tight,Harlan Coben,2008,4.0,16,4
1632,Greenwitch (The Dark Is Rising #3),Susan Cooper,1974,4.0,7,4
1633,The Haunted Mask,Robert Lawrence Stine,1993,5.0,33,1
1634,The Girl on the Train,Paula Hawkins,2014,3.96,2,4
1635,It Ends With Us,Colleen Hoover,2012,5.0,1,1
1636,The Ipcress File,Len Deighton,1962,4.0,9,4
1637,Second Form at Malory Towers,Enid Blyton,1941,5.0,38,3
1638,The Moon-Spinners,Mary Stewart,1962,4.0,16,4
1639,Het Diner,Herman Koch,2009,4.0,1,4
1640,Abhorsen,Garth Nix,2003,4.0,5,4
1641,A Man Lay Dead,Ngaio Marsh,1934,4.0,22,0
1642,The Ivy Tree,Mary Stewart,1961,5.0,16,3
1643,Metro 2033,Dmitry Glukhovsky,2007,5.0,1,1
1644,A squash and a squeeze,Julia Donaldson,1993,5.0,14,1
1645,Whitethorn Woods,Maeve Binchy,2006,4.0,19,4
1646,Messenger (The Giver #3),Lois Lowry,2004,5.0,7,1
1647,Trollvinter,Tove Jansson,1958,4.0,9,0
1648,Private Peaceful,Michael Morpurgo,1962,4.0,7,4
1649,The Saint in New York,Leslie Charteris,1934,4.0,1,0
1650,Daughter of Smoke and Bone,Laini Taylor,2001,4.0,3,4
1651,Dead Man's Ransom,Edith Pargeter,1984,5.0,14,1
1652,The tale of Ginger & Pickles,Beatrix Potter,1909,4.0,21,0
1653,Green for danger,Christianna Brand,1944,5.0,2,3
1654,Ender's Shadow,Orson Scott Card,1999,5.0,16,1
1655,The Eagle of the Ninth. 1400 Grundwörter.,Rosemary Sutcliff,1954,5.0,4,3
1656,Time Crime,H. Beam Piper,2006,4.0,4,4
1657,The Black Cat,Edgar Allan Poe,1951,5.0,14,3
1658,Murder in the Mews,Agatha Christie,1955,4.0,85,2
1659,Franklin in the Dark (Franklin),Paulette Bourgeois,1948,4.0,14,0
1660,Out of Time's Abyss,Edgar Rice Burroughs,1963,5.0,30,3
1661,Rubyfruit Jungle,Rita Mae Brown,1973,5.0,1,1
1662,Ruby,V. C. Andrews,1900,4.0,25,0
1663,A Fine Balance,Rohinton Mistry,1995,4.38,2,4
1664,Scruples,Judith Krantz,1978,4.0,1,4
1665,For One More Day,Mitch Albom,2006,5.0,5,1
1666,Chesapeake Blue,Nora Roberts,2002,5.0,89,2
1667,Beyond the Deepwoods,Paul Stewart,1998,5.0,5,1
1668,A tangled web,Lucy Maud Montgomery,1931,4.0,12,0
1669,"Twelve stories, and a dream",H. G. Wells,1903,5.0,24,3
1670,"New Spring (The Wheel of Time, Book 0)",Robert Jordan,2004,5.0,15,1
1671,"Giù le zampe, faccia di fontina!",Elisabetta Dami,2000,5.0,33,1
1672,Un Disparatado Viaje A Ratikistan,Elisabetta Dami,2000,5.0,33,1
1673,La Sonrisa De Mona Ratisa,Elisabetta Dami,1999,4.0,33,4
1674,A Clergyman's Daughter,George Orwell,1935,4.0,10,0
1675,Soldados de Salamina,Javier Cercas,2001,4.0,1,4
1676,Elantris,Brandon Sanderson,2005,4.0,13,4
1677,The Levanter,Eric Ambler,1972,4.0,10,4
1678,The Magus,John Fowles,1965,4.05,4,4
1679,The Shadow Rising,Robert Jordan,1992,5.0,15,1
1680,All Passion Spent,Vita Sackville-West,1931,5.0,2,3
1681,Housekeeping,Marilynne Robinson,1980,4.0,4,4
1682,H.M.S. Surprise,Patrick O'Brian,1973,5.0,21,1
1683,Island,Aldous Huxley,1962,5.0,10,3
1684,La Storia,Elsa Morante,1974,4.0,3,4
1685,Den skrattande polisen,Maj Sjöwall,1968,5.0,10,1
1686,The acts of King Arthur and his noble knights,John Steinbeck,1976,4.0,18,4
1687,Sanders of the river,Edgar Wallace,1900,5.0,5,3
1688,Coming Up for Air,George Orwell,1939,4.0,10,0
1689,Den femte kvinnan,Henning Mankell,1996,4.0,16,4
1690,Hundarna i Riga,Henning Mankell,1992,4.0,16,4
1691,Roadwork,Stephen King,1981,5.0,70,2
1692,Sofies verden,Jostein Gaarder,1991,4.0,2,4
1693,Angelina Ballerina,Katharine Holabird,1983,4.0,4,4
1694,Imperial Woman,Pearl S. Buck,1955,5.0,14,3
1695,Tiger Eyes,Judy Blume,1981,5.0,17,1
1696,"The Surgeon (Jane Rizzoli, Book 1)",Tess Gerritsen,2001,5.0,3,1
1697,Strider,Beverly Cleary,1989,5.0,24,1
1698,Lyddie,Katherine Paterson,1991,5.0,4,1
1699,Avgust chetyrnadt︠s︡atogo,Александр Исаевич Солженицын,1971,4.0,4,4
1700,La chamade,Françoise Sagan,1965,4.0,3,4
1701,La vérité sur l'affaire Harry Quebert,Joël Dicker,2012,5.0,1,1
1702,Beach Road,James Patterson,2006,5.0,101,2
1703,Plague Ship,Andre Norton,1956,4.0,8,0
1704,The Quickie,James Patterson,2007,5.0,101,2
1705,The Long Valley,John Steinbeck,1938,5.0,18,3
1706,Jacques le fataliste et son maître,Denis Diderot,1946,5.0,2,3
1707,Deenie,Judy Blume,1973,5.0,17,1
1708,Pop goes the weasel,James Patterson,1999,5.0,101,2
1709,Clifford the Big Red Dog,Norman Bridwell,1963,5.0,1,3
1710,Dust tracks on a road,Zora Neale Hurston,1942,4.0,2,0
1711,False memory,Dean Koontz,1999,5.0,48,2
1712,Le temple du soleil,Hergé,1961,4.0,20,4
1713,The Angel Experiment,James Patterson,2001,5.0,101,2
1714,Memorial de Aires (Classicos Da Literatura Brasileira),Joaquim Maria Machado de Assis,1908,5.0,4,3
1715,The ruling passion,Henry van Dyke,1901,4.0,3,0
1716,Nation,Terry Pratchett,1998,5.0,54,2
1717,Nineteen Minutes,Jodi Picoult,2006,4.17,2,4
1718,Mouse Tales,Arnold Lobel,1972,5.0,9,1
1719,"Mary Olivier, a life",May Sinclair,1919,4.0,2,0
1720,Mariel of Redwall,Brian Jacques,1991,5.0,15,1
1721,Six of Crows,Leigh Bardugo,2001,5.0,6,1
1722,Millions of cats,Wanda Gág,1928,4.0,2,0
1723,Magic Kingdom For Sale/Sold!,Terry Brooks,1984,4.0,14,4
1724,2061,Arthur C. Clarke,1987,5.0,12,1
1725,The tiger in the well,Philip Pullman,1990,5.0,13,1
1726,The Magician's Elephant,Kate DiCamillo,2001,5.0,6,1
1727,By The Great Horn Spoon,Sid Fleischman,1963,5.0,3,3
1728,Henry and the Clubhouse,Beverly Cleary,1962,5.0,24,3
1729,Justin Morgan Had a Horse,Marguerite Henry,1945,4.0,3,0
1730,The Door in the Wall,Marguerite de Angeli,1949,5.0,1,3
1731,Liebe deinen Nächsten,Erich Maria Remarque,1940,4.0,11,0
1732,The Executioner #30,Don Pendleton,1971,5.0,2,1
1733,Powers,Brian Michael Bendis,2000,4.0,2,4
1734,She and Allan,H. Rider Haggard,1921,5.0,14,3
1735,The Adventures of Reddy Fox,Thornton W. Burgess,1913,5.0,1,3
1736,Blood and Gold,Anne Rice,1998,5.0,23,1
1737,Chamber Music,James Joyce,1907,4.0,6,0
1738,Swords Against Wizardry,Fritz Leiber,1968,4.0,10,4
1739,Dragons of Autumn Twilight,Margaret Weis,1984,5.0,8,1
1740,Farlig midsommar,Tove Jansson,1955,5.0,9,3
1741,An excellent mystery,Edith Pargeter,1985,5.0,14,1
1742,Lasher,Anne Rice,1993,4.0,23,4
1743,The nice and the good,Iris Murdoch,1967,4.0,9,4
1744,Five on a Hike Together,Enid Blyton,1951,5.0,38,3
1745,Dusty Answer,Rosamond Lehmann,1927,5.0,1,3
1746,Vixen 03,Clive Cussler,1976,5.0,35,1
1747,Transformers,Simon Furman,2003,5.0,1,1
1748,The Buried Giant,Kazuo Ishiguro,1900,5.0,8,3
1749,La piel del tambor,Arturo Pérez-Reverte,1995,4.0,14,4
1750,Double indemnity,James M. Cain,1943,5.0,3,3
1751,Four Blondes,Candace Bushnell,2000,5.0,7,1
1752,Youngblood Hawke,Herman Wouk,1962,5.0,9,3
1753,Opening night,Ngaio Marsh,1951,5.0,22,3
1754,The Mauritius Command,Patrick O'Brian,1977,5.0,21,1
1755,Miss Marple's Final Cases and Two Other Stories [8 stories],Agatha Christie,1979,4.0,85,2
1756,"Pontifex, Son and Thorndyke",R. Austin Freeman,1931,5.0,8,3
1757,The Pride of the Peacock,Victoria Holt,1976,5.0,23,1
1758,Have You Seen My Cat?,Eric Carle,1973,5.0,16,1
1759,The Fashion in Shrouds,Margery Allingham,1938,4.0,14,0
1760,The Brief Wondrous Life of Oscar Wao,Junot Díaz,2007,3.89,2,4
1761,"1, 2, 3 to the zoo",Eric Carle,1968,4.0,16,4
1762,The Little Sister,Raymond Chandler,1949,4.0,7,0
1763,The unexpected guest [adaptation],Charles Osborne,1999,5.0,2,1
1764,Fragile Things,Neil Gaiman,2006,4.0,15,4
1765,Q De Quien / Q Is for Quarry,Sue Grafton,2002,5.0,7,1
1766,Only Time Will Tell,Jeffrey Archer,2011,4.0,24,4
1767,Beasley's Christmas Party,Booth Tarkington,1909,5.0,5,3
1768,The tale of Timmy Tiptoes,Beatrix Potter,1911,4.0,21,0
1769,Scales of Justice,Ngaio Marsh,1955,5.0,22,3
1770,The White Queen,Philippa Gregory,2009,5.0,2,1
1771,Sadako and the Thousand Paper Cranes,Eleanor Coerr,1977,5.0,1,1
1772,Los detectives salvajes,Roberto Bolaño,1998,4.0,3,4
1773,Дуэль,Антон Павлович Чехов,1916,4.0,13,0
1774,The Eyre Affair,Jasper Fforde,2001,5.0,4,1
1775,"Behold, Here's Poison",Georgette Heyer,1936,5.0,23,3
1776,The pilgrim's regress,C.S. Lewis,1933,5.0,14,3
1777,The Vile Village,Lemony Snicket,2001,4.0,14,4
1778,Close Range,Annie Proulx,1999,5.0,6,1
1779,Wolf Solent,John Cowper Powys,1929,5.0,1,3
1780,Arrival and Departure,Arthur Koestler,1943,4.0,2,0
1781,This Rough Magic,Mary Stewart,1964,5.0,16,3
1782,Passage of arms,Eric Ambler,1959,5.0,10,3
1783,Room at the Top a Novel,John Braine,1957,5.0,1,3
1784,The Lighthouse,P. D. James,2005,4.0,19,4
1785,A Prayer for Owen Meany,John Irving,1989,4.24,3,4
1786,Have Spacesuit--Will Travel,Robert A. Heinlein,1958,5.0,28,3
1787,Circe,Madeline Miller,1900,4.23,2,0
1788,Seven Gothic tales,Isak Dinesen,1934,4.0,1,0
1789,Cross Bones (Temperance Brennan Novels),Kathy Reichs,1998,4.0,7,4
1790,Breath of scandal,Sandra Brown,1991,5.0,43,1
1791,Ultimate Spider-Man,Brian Michael Bendis,2001,5.0,2,1
1792,Shalimar the Clown,Salman Rushdie,1998,4.0,11,4
1793,Zeit zu leben und Zeit zu sterben,Erich Maria Remarque,1954,4.0,11,0
1794,Immortal in death,Nora Roberts,1960,5.0,89,2
1795,Thief of Time,Terry Pratchett,2001,4.0,54,2
1796,Suite française,Irène Némirovsky,2004,4.0,1,4
1797,A Colour of his own,Leo Lionni,1975,5.0,8,1
1798,Heretics of Dune,Frank Herbert,1984,5.0,11,1
1799,The Historian,Elizabeth Kostova,2005,3.8,1,4
1800,At First Sight,Nicholas Sparks,2001,5.0,3,1
1801,Murder being once done,Ruth Rendell,1972,5.0,18,1
1802,London Bridges,James Patterson,2004,5.0,101,2
1803,The Eyes of Darkness,Dean Koontz,1981,4.0,48,4
1804,The Pale Horseman,Bernard Cornwell,2004,5.0,27,1
1805,My Enemy the Queen,Victoria Holt,1978,5.0,23,1
1806,The Glass Key,Dashiell Hammett,1931,4.0,5,0
1807,Dogger,Shirley Hughes,1977,5.0,1,1
1808,Dark Places,Gillian Flynn,2009,3.95,3,4
1809,The Amulet of Samarkand,Jonathan Stroud,2003,5.0,5,1
1810,Finders Keepers,Stephen King,2014,4.0,70,2
1811,The Selection (The Selection #1),Kiera Cass,2012,5.0,4,1
1812,Dog Man,Dav Pilkey,2015,5.0,22,1
1813,"Polar bear, polar bear, what do you hear?",Bill Martin Jr.,1991,5.0,3,1
1814,A House for Hermit Crab,Eric Carle,1987,4.0,16,4
1815,Go Set A Watchman,Harper Lee,2015,5.0,3,1
1816,The Waste Land,T. S. Eliot,1922,4.11,1,0
1817,I Am the Messenger,Markus Zusak,2002,4.03,3,4
1818,Clutch of constables,Ngaio Marsh,1968,4.0,22,4
1819,Spawn,Todd McFarlane,1993,5.0,1,1
1820,Mary Poppins comes back,P. L. Travers,1935,5.0,4,3
1821,While the Billy Boils,Henry Lawson,1905,4.0,1,0
1822,L'affaire Tournesol,Hergé,1960,5.0,20,3
1823,The Path of Daggers,Robert Jordan,1998,4.0,15,4
1824,A Chair for My Mother,Vera B. Williams,1982,5.0,1,1
1825,Beau Geste,Percival Christopher Wren,1924,4.0,1,0
1826,Drachenreiter,Cornelia Funke,2000,5.0,5,1
1827,A Hora da Estrela,Clarice Lispector,1977,5.0,1,1
1828,Advise and consent,Allen Drury,1959,5.0,1,3
1829,The Art of Racing in the Rain,Garth Stein,2008,4.23,1,4
1830,El misterio del ojo esmeralda (Lost Treasure of the Emerald Eye),Elisabetta Dami,2000,4.0,33,4
1831,When We Were Orphans,Kazuo Ishiguro,2000,4.0,8,4
1832,The End of the Summer,Rosamunde Pilcher,1971,4.0,12,4
1833,Priest Kings of Gor,John Norman,1968,4.0,4,4
1834,The Mallen streak,Catherine Cookson,1973,4.0,7,4
1835,Captive of Gor,John Norman,1972,5.0,4,1
1836,Best kept secrets,Sandra Brown,1989,4.0,43,4
1837,Men Without Women,Ernest Hemingway,1927,4.0,13,0
1838,The Bronze Bow,Elizabeth George Speare,1961,5.0,4,3
1839,More Work for the Undertaker,Margery Allingham,1949,4.0,14,0
1840,Winter's Heart,Robert Jordan,2000,4.0,15,4
1841,Brida,Paulo Coelho,1990,5.0,5,1
1842,Noisy Nora,Rosemary Wells,1973,4.0,1,4
1843,Chapterhouse Dune,Frank Herbert,1985,4.0,11,4
1844,Get Shorty,Elmore Leonard,1990,4.0,19,4
1845,The Case of the Gilded Fly (Gervase Fen #1),Edmund Crispin,1944,4.0,6,0
1846,The Naming of the Dead (An Inspector Rebus),Ian Rankin,2006,4.0,3,4
1847,Lud-in-the-mist,Hope Mirrlees,1926,5.0,1,3
1848,Otherwise Phyllis,Meredith Nicholson,1913,4.0,1,0
1849,Miss Silver Comes to Stay,Patricia Wentworth,1949,4.0,6,0
1850,The Horizon,Douglas Reeman,1993,5.0,4,1
1851,Se una notte d'inverno un viaggiatore,Italo Calvino,1979,4.0,8,4
1852,The Promise,Danielle Steel,1978,4.0,30,4
1853,Memoria de mis putas tristes,Gabriel García Márquez,2004,4.0,13,4
1854,The House With The Mezzanine and Other Stories [7 stories],Антон Павлович Чехов,1917,4.0,13,0
1855,Dzienniki gwiazdowe,Stanisław Lem,1966,4.0,4,4
1856,Obryv,Ivan Aleksandrovich Goncharov,1915,5.0,2,3
1857,"Left hand, right hand!",Osbert Sitwell,1944,4.0,1,0
1858,Drop Shot,Harlan Coben,1996,5.0,16,1
1859,Howl's Moving Castle (Howl's Moving Castle #1),Diana Wynne Jones,1986,4.0,10,4
1860,Taltos,Anne Rice,1994,5.0,23,1
1861,A Kiss Before Dying,Ira Levin,1953,5.0,4,3
1862,Dragonsdawn,Anne McCaffrey,1988,5.0,25,1
1863,I Shall Wear Midnight,Terry Pratchett,2010,4.0,54,2
1864,The edge,Dick Francis,1988,4.0,24,4
1865,Knock down,Dick Francis,1974,5.0,24,1
1866,The innocent,David Baldacci,2012,5.0,36,1
1867,The Growing Pains of Adrian Mole,Sue Townsend,1984,5.0,3,1
1868,Sharpe's Eagle,Bernard Cornwell,1981,5.0,27,1
